Name,Child Of,Points,Eats,Feet,Inches,Weight,Strength,Hit Points,Dexterity,Will Power,Intelligence,Perception,Health,Fatigue,Damage Resistance,Speed,Basic Lift,Basic Move,Basic Dodge
936,918,6,carnivore,4.000000,6.000000,44.857704,14.000000,20.000000,5.000000,11.000000,5.000000,15.000000,20.000000,10.000000,0.000000,1.250000,39.000000,1.000000,4.000000,
938,878,2,carnivore,4.000000,6.000000,44.857704,17.000000,12.000000,6.000000,17.000000,11.000000,16.000000,12.000000,10.000000,0.000000,-1.000000,57.000000,1.000000,4.000000,
940,878,2,carnivore,4.000000,6.000000,44.857704,17.000000,12.000000,6.000000,17.000000,11.000000,16.000000,12.000000,10.000000,0.000000,-1.000000,57.000000,1.000000,4.000000,
931,919,0,herbivore,21.000000,0.000000,23999.984375,15.000000,11.000000,10.000000,7.000000,6.000000,6.000000,11.000000,10.000000,0.000000,5.250000,45.000000,8.000000,11.000000,
933,919,0,herbivore,21.000000,0.000000,23999.984375,15.000000,11.000000,10.000000,7.000000,6.000000,6.000000,11.000000,10.000000,0.000000,5.250000,45.000000,8.000000,11.000000,
935,903,9,herbivore,21.000000,0.000000,23999.984375,13.000000,8.000000,10.000000,10.000000,7.000000,8.000000,8.000000,10.000000,0.000000,4.500000,33.000000,7.000000,10.000000,
937,903,9,herbivore,21.000000,0.000000,23999.984375,13.000000,8.000000,10.000000,10.000000,7.000000,8.000000,8.000000,10.000000,0.000000,4.500000,33.000000,7.000000,10.000000,
939,887,6,herbivore,21.000000,0.000000,23999.984375,14.000000,9.000000,11.000000,8.000000,7.000000,7.000000,9.000000,10.000000,0.000000,4.750000,39.000000,7.000000,10.000000,
941,887,6,herbivore,21.000000,0.000000,23999.984375,14.000000,9.000000,11.000000,8.000000,7.000000,7.000000,9.000000,10.000000,0.000000,4.750000,39.000000,7.000000,10.000000,
942,930,5,carnivore,21.000000,0.000000,23999.984375,15.000000,14.000000,7.000000,15.000000,8.000000,21.000000,14.000000,10.000000,0.000000,0.500000,45.000000,3.000000,6.000000,
944,930,5,carnivore,21.000000,0.000000,23999.984375,15.000000,14.000000,7.000000,15.000000,8.000000,21.000000,14.000000,10.000000,0.000000,0.500000,45.000000,3.000000,6.000000,
946,932,9,carnivore,21.000000,0.000000,23999.984375,14.000000,15.000000,5.000000,13.000000,7.000000,19.000000,15.000000,10.000000,0.000000,0.250000,39.000000,3.000000,6.000000,
948,932,9,carnivore,21.000000,0.000000,23999.984375,14.000000,15.000000,5.000000,13.000000,7.000000,19.000000,15.000000,10.000000,0.000000,0.250000,39.000000,3.000000,6.000000,
950,936,3,carnivore,15.000000,0.000000,6085.061523,14.000000,20.000000,6.000000,11.000000,5.000000,17.000000,20.000000,10.000000,0.000000,1.750000,39.000000,3.000000,6.000000,
952,936,3,carnivore,15.000000,0.000000,6085.061523,14.000000,20.000000,6.000000,11.000000,5.000000,17.000000,20.000000,10.000000,0.000000,1.750000,39.000000,3.000000,6.000000,
943,919,9,herbivore,21.000000,0.000000,23999.984375,15.000000,9.000000,9.000000,9.000000,7.000000,9.000000,9.000000,10.000000,0.000000,5.000000,45.000000,8.000000,11.000000,
945,919,9,herbivore,21.000000,0.000000,23999.984375,15.000000,9.000000,9.000000,9.000000,7.000000,9.000000,9.000000,10.000000,0.000000,5.000000,45.000000,8.000000,11.000000,
947,903,10,herbivore,21.000000,0.000000,23999.984375,13.000000,6.000000,12.000000,9.000000,6.000000,8.000000,6.000000,10.000000,0.000000,4.000000,33.000000,7.000000,10.000000,
949,903,10,herbivore,21.000000,0.000000,23999.984375,13.000000,6.000000,12.000000,9.000000,6.000000,8.000000,6.000000,10.000000,0.000000,4.000000,33.000000,7.000000,10.000000,
951,931,9,herbivore,21.000000,0.000000,23999.984375,15.000000,9.000000,9.000000,9.000000,7.000000,9.000000,9.000000,10.000000,0.000000,5.000000,45.000000,8.000000,11.000000,
953,931,9,herbivore,21.000000,0.000000,23999.984375,15.000000,9.000000,9.000000,9.000000,7.000000,9.000000,9.000000,10.000000,0.000000,5.000000,45.000000,8.000000,11.000000,
954,952,20,carnivore,21.000000,0.000000,23999.984375,15.000000,20.000000,5.000000,11.000000,5.000000,14.000000,20.000000,10.000000,0.000000,1.250000,45.000000,4.000000,7.000000,
956,952,20,carnivore,21.000000,0.000000,23999.984375,15.000000,20.000000,5.000000,11.000000,5.000000,14.000000,20.000000,10.000000,0.000000,1.250000,45.000000,4.000000,7.000000,
958,932,1,carnivore,21.000000,0.000000,23999.984375,14.000000,15.000000,6.000000,13.000000,7.000000,19.000000,15.000000,10.000000,0.000000,0.500000,39.000000,3.000000,6.000000,
960,932,1,carnivore,21.000000,0.000000,23999.984375,14.000000,15.000000,6.000000,13.000000,7.000000,19.000000,15.000000,10.000000,0.000000,0.500000,39.000000,3.000000,6.000000,
962,936,1,carnivore,9.000000,0.000000,757.724487,14.000000,19.000000,5.000000,12.000000,5.000000,20.000000,19.000000,10.000000,0.000000,1.250000,39.000000,2.000000,5.000000,
964,936,1,carnivore,9.000000,0.000000,757.724487,14.000000,19.000000,5.000000,12.000000,5.000000,20.000000,19.000000,10.000000,0.000000,1.250000,39.000000,2.000000,5.000000,
955,919,9,herbivore,21.000000,0.000000,23999.984375,15.000000,10.000000,8.000000,10.000000,7.000000,10.000000,10.000000,10.000000,0.000000,5.000000,45.000000,8.000000,11.000000,
957,919,9,herbivore,21.000000,0.000000,23999.984375,15.000000,10.000000,8.000000,10.000000,7.000000,10.000000,10.000000,10.000000,0.000000,5.000000,45.000000,8.000000,11.000000,
959,903,6,herbivore,21.000000,0.000000,23999.984375,13.000000,6.000000,11.000000,9.000000,6.000000,8.000000,6.000000,10.000000,0.000000,3.750000,33.000000,6.000000,9.000000,
961,903,6,herbivore,21.000000,0.000000,23999.984375,13.000000,6.000000,11.000000,9.000000,6.000000,8.000000,6.000000,10.000000,0.000000,3.750000,33.000000,6.000000,9.000000,
963,931,14,herbivore,21.000000,0.000000,23999.984375,15.000000,7.000000,8.000000,10.000000,9.000000,11.000000,7.000000,10.000000,0.000000,4.250000,45.000000,7.000000,10.000000,
965,931,14,herbivore,21.000000,0.000000,23999.984375,15.000000,7.000000,8.000000,10.000000,9.000000,11.000000,7.000000,10.000000,0.000000,4.250000,45.000000,7.000000,10.000000,
966,952,8,carnivore,21.000000,0.000000,23999.984375,16.000000,20.000000,5.000000,13.000000,6.000000,15.000000,20.000000,10.000000,0.000000,1.250000,51.000000,4.000000,7.000000,
968,952,8,carnivore,21.000000,0.000000,23999.984375,16.000000,20.000000,5.000000,13.000000,6.000000,15.000000,20.000000,10.000000,0.000000,1.250000,51.000000,4.000000,7.000000,
970,960,19,carnivore,21.000000,0.000000,23999.984375,14.000000,15.000000,7.000000,13.000000,6.000000,17.000000,15.000000,10.000000,0.000000,0.000000,39.000000,3.000000,6.000000,
972,960,19,carnivore,21.000000,0.000000,23999.984375,14.000000,15.000000,7.000000,13.000000,6.000000,17.000000,15.000000,10.000000,0.000000,0.000000,39.000000,3.000000,6.000000,
974,956,8,carnivore,21.000000,0.000000,23999.984375,16.000000,18.000000,6.000000,11.000000,6.000000,13.000000,18.000000,10.000000,0.000000,1.000000,51.000000,4.000000,7.000000,
976,956,8,carnivore,21.000000,0.000000,23999.984375,16.000000,18.000000,6.000000,11.000000,6.000000,13.000000,18.000000,10.000000,0.000000,1.000000,51.000000,4.000000,7.000000,
967,965,9,herbivore,21.000000,0.000000,23999.984375,15.000000,9.000000,7.000000,14.000000,8.000000,10.000000,9.000000,10.000000,0.000000,4.500000,45.000000,7.000000,10.000000,
969,965,9,herbivore,21.000000,0.000000,23999.984375,15.000000,9.000000,7.000000,14.000000,8.000000,10.000000,9.000000,10.000000,0.000000,4.500000,45.000000,7.000000,10.000000,
971,903,1,herbivore,21.000000,0.000000,23999.984375,12.000000,7.000000,11.000000,9.000000,5.000000,8.000000,7.000000,10.000000,0.000000,4.000000,28.000000,7.000000,10.000000,
973,903,1,herbivore,21.000000,0.000000,23999.984375,12.000000,7.000000,11.000000,9.000000,5.000000,8.000000,7.000000,10.000000,0.000000,4.000000,28.000000,7.000000,10.000000,
975,931,3,herbivore,21.000000,0.000000,23999.984375,15.000000,9.000000,9.000000,8.000000,8.000000,9.000000,9.000000,10.000000,0.000000,5.500000,45.000000,8.000000,11.000000,
977,931,3,herbivore,21.000000,0.000000,23999.984375,15.000000,9.000000,9.000000,8.000000,8.000000,9.000000,9.000000,10.000000,0.000000,5.500000,45.000000,8.000000,11.000000,
978,952,16,carnivore,21.000000,0.000000,23999.984375,16.000000,18.000000,6.000000,13.000000,6.000000,16.000000,18.000000,10.000000,0.000000,0.750000,51.000000,3.000000,6.000000,
980,952,16,carnivore,21.000000,0.000000,23999.984375,16.000000,18.000000,6.000000,13.000000,6.000000,16.000000,18.000000,10.000000,0.000000,0.750000,51.000000,3.000000,6.000000,
982,966,2,carnivore,15.000000,0.000000,6085.061523,17.000000,22.000000,5.000000,12.000000,5.000000,14.000000,22.000000,10.000000,0.000000,1.750000,57.000000,3.000000,6.000000,
984,966,2,carnivore,15.000000,0.000000,6085.061523,17.000000,22.000000,5.000000,12.000000,5.000000,14.000000,22.000000,10.000000,0.000000,1.750000,57.000000,3.000000,6.000000,
986,956,15,carnivore,15.000000,0.000000,6085.061523,16.000000,17.000000,5.000000,11.000000,5.000000,12.000000,17.000000,10.000000,0.000000,0.500000,51.000000,2.000000,5.000000,
988,956,15,carnivore,15.000000,0.000000,6085.061523,16.000000,17.000000,5.000000,11.000000,5.000000,12.000000,17.000000,10.000000,0.000000,0.500000,51.000000,2.000000,5.000000,
979,969,12,herbivore,15.000000,0.000000,6085.061523,15.000000,9.000000,6.000000,14.000000,8.000000,9.000000,9.000000,10.000000,0.000000,4.500000,45.000000,6.000000,9.000000,
981,969,12,herbivore,15.000000,0.000000,6085.061523,15.000000,9.000000,6.000000,14.000000,8.000000,9.000000,9.000000,10.000000,0.000000,4.500000,45.000000,6.000000,9.000000,
983,971,0,herbivore,21.000000,0.000000,23999.984375,10.000000,5.000000,12.000000,10.000000,6.000000,8.000000,5.000000,10.000000,0.000000,3.750000,20.000000,6.000000,9.000000,
985,971,0,herbivore,21.000000,0.000000,23999.984375,10.000000,5.000000,12.000000,10.000000,6.000000,8.000000,5.000000,10.000000,0.000000,3.750000,20.000000,6.000000,9.000000,
987,973,10,herbivore,21.000000,0.000000,23999.984375,10.000000,6.000000,11.000000,10.000000,6.000000,9.000000,6.000000,10.000000,0.000000,3.500000,20.000000,6.000000,9.000000,
989,973,10,herbivore,21.000000,0.000000,23999.984375,10.000000,6.000000,11.000000,10.000000,6.000000,9.000000,6.000000,10.000000,0.000000,3.500000,20.000000,6.000000,9.000000,
990,952,4,carnivore,15.000000,0.000000,6085.061523,16.000000,17.000000,6.000000,13.000000,5.000000,17.000000,17.000000,10.000000,0.000000,0.750000,51.000000,2.000000,5.000000,
992,952,4,carnivore,15.000000,0.000000,6085.061523,16.000000,17.000000,6.000000,13.000000,5.000000,17.000000,17.000000,10.000000,0.000000,0.750000,51.000000,2.000000,5.000000,
994,986,4,carnivore,21.000000,0.000000,23999.984375,16.000000,16.000000,6.000000,11.000000,5.000000,13.000000,16.000000,10.000000,0.000000,1.000000,51.000000,4.000000,7.000000,
996,986,4,carnivore,21.000000,0.000000,23999.984375,16.000000,16.000000,6.000000,11.000000,5.000000,13.000000,16.000000,10.000000,0.000000,1.000000,51.000000,4.000000,7.000000,
998,982,9,carnivore,21.000000,0.000000,23999.984375,17.000000,20.000000,6.000000,12.000000,6.000000,14.000000,20.000000,10.000000,0.000000,2.000000,57.000000,5.000000,8.000000,
1000,982,9,carnivore,21.000000,0.000000,23999.984375,17.000000,20.000000,6.000000,12.000000,6.000000,14.000000,20.000000,10.000000,0.000000,2.000000,57.000000,5.000000,8.000000,
991,985,2,herbivore,21.000000,0.000000,23999.984375,10.000000,5.000000,13.000000,9.000000,6.000000,7.000000,5.000000,10.000000,0.000000,4.000000,20.000000,7.000000,10.000000,
993,985,2,herbivore,21.000000,0.000000,23999.984375,10.000000,5.000000,13.000000,9.000000,6.000000,7.000000,5.000000,10.000000,0.000000,4.000000,20.000000,7.000000,10.000000,
995,987,7,herbivore,21.000000,0.000000,23999.984375,9.000000,5.000000,12.000000,9.000000,6.000000,10.000000,5.000000,10.000000,0.000000,3.500000,16.000000,6.000000,9.000000,
997,987,7,herbivore,21.000000,0.000000,23999.984375,9.000000,5.000000,12.000000,9.000000,6.000000,10.000000,5.000000,10.000000,0.000000,3.500000,16.000000,6.000000,9.000000,
999,989,10,herbivore,21.000000,0.000000,23999.984375,10.000000,8.000000,9.000000,13.000000,5.000000,8.000000,8.000000,10.000000,0.000000,3.500000,20.000000,6.000000,9.000000,
1001,989,10,herbivore,21.000000,0.000000,23999.984375,10.000000,8.000000,9.000000,13.000000,5.000000,8.000000,8.000000,10.000000,0.000000,3.500000,20.000000,6.000000,9.000000,
1002,952,3,carnivore,21.000000,0.000000,23999.984375,17.000000,15.000000,7.000000,12.000000,6.000000,16.000000,15.000000,10.000000,0.000000,0.500000,57.000000,3.000000,6.000000,
1004,952,3,carnivore,21.000000,0.000000,23999.984375,17.000000,15.000000,7.000000,12.000000,6.000000,16.000000,15.000000,10.000000,0.000000,0.500000,57.000000,3.000000,6.000000,
1006,986,16,carnivore,9.000000,0.000000,757.724487,16.000000,14.000000,5.000000,12.000000,6.000000,14.000000,14.000000,10.000000,0.000000,0.250000,51.000000,1.000000,5.000000,
1008,986,16,carnivore,9.000000,0.000000,757.724487,16.000000,14.000000,5.000000,12.000000,6.000000,14.000000,14.000000,10.000000,0.000000,0.250000,51.000000,1.000000,5.000000,
1010,982,13,carnivore,15.000000,0.000000,6085.061523,18.000000,22.000000,5.000000,11.000000,5.000000,13.000000,22.000000,10.000000,0.000000,2.500000,64.000000,4.000000,7.000000,
1012,982,13,carnivore,15.000000,0.000000,6085.061523,18.000000,22.000000,5.000000,11.000000,5.000000,13.000000,22.000000,10.000000,0.000000,2.500000,64.000000,4.000000,7.000000,
1003,993,1,herbivore,15.000000,0.000000,6085.061523,9.000000,5.000000,13.000000,10.000000,8.000000,8.000000,5.000000,10.000000,0.000000,3.750000,16.000000,5.000000,8.000000,
1005,993,1,herbivore,15.000000,0.000000,6085.061523,9.000000,5.000000,13.000000,10.000000,8.000000,8.000000,5.000000,10.000000,0.000000,3.750000,16.000000,5.000000,8.000000,
1007,987,2,herbivore,21.000000,0.000000,23999.984375,9.000000,6.000000,11.000000,9.000000,6.000000,9.000000,6.000000,10.000000,0.000000,3.500000,16.000000,6.000000,9.000000,
1009,987,2,herbivore,21.000000,0.000000,23999.984375,9.000000,6.000000,11.000000,9.000000,6.000000,9.000000,6.000000,10.000000,0.000000,3.500000,16.000000,6.000000,9.000000,
1011,991,3,herbivore,21.000000,0.000000,23999.984375,10.000000,6.000000,15.000000,9.000000,5.000000,5.000000,6.000000,10.000000,0.000000,4.000000,20.000000,7.000000,10.000000,
1013,991,3,herbivore,21.000000,0.000000,23999.984375,10.000000,6.000000,15.000000,9.000000,5.000000,5.000000,6.000000,10.000000,0.000000,4.000000,20.000000,7.000000,10.000000,
1014,1004,4,carnivore,21.000000,0.000000,23999.984375,18.000000,15.000000,7.000000,12.000000,6.000000,13.000000,15.000000,10.000000,0.000000,0.250000,64.000000,3.000000,6.000000,
1016,1004,4,carnivore,21.000000,0.000000,23999.984375,18.000000,15.000000,7.000000,12.000000,6.000000,13.000000,15.000000,10.000000,0.000000,0.250000,64.000000,3.000000,6.000000,
1018,1002,3,carnivore,21.000000,0.000000,23999.984375,17.000000,15.000000,6.000000,11.000000,7.000000,15.000000,15.000000,10.000000,0.000000,0.250000,57.000000,3.000000,6.000000,
1020,1002,3,carnivore,21.000000,0.000000,23999.984375,17.000000,15.000000,6.000000,11.000000,7.000000,15.000000,15.000000,10.000000,0.000000,0.250000,57.000000,3.000000,6.000000,
1022,982,3,carnivore,9.000000,0.000000,757.724487,18.000000,21.000000,5.000000,14.000000,7.000000,12.000000,21.000000,10.000000,0.000000,1.750000,64.000000,2.000000,6.000000,
1024,982,3,carnivore,9.000000,0.000000,757.724487,18.000000,21.000000,5.000000,14.000000,7.000000,12.000000,21.000000,10.000000,0.000000,1.750000,64.000000,2.000000,6.000000,
1015,1007,12,herbivore,21.000000,0.000000,23999.984375,9.000000,8.000000,10.000000,11.000000,5.000000,8.000000,8.000000,10.000000,0.000000,3.500000,16.000000,6.000000,9.000000,
1017,1007,12,herbivore,21.000000,0.000000,23999.984375,9.000000,8.000000,10.000000,11.000000,5.000000,8.000000,8.000000,10.000000,0.000000,3.500000,16.000000,6.000000,9.000000,
1019,987,16,herbivore,21.000000,0.000000,23999.984375,9.000000,5.000000,9.000000,10.000000,6.000000,8.000000,5.000000,10.000000,0.000000,2.750000,16.000000,5.000000,8.000000,
1021,987,16,herbivore,21.000000,0.000000,23999.984375,9.000000,5.000000,9.000000,10.000000,6.000000,8.000000,5.000000,10.000000,0.000000,2.750000,16.000000,5.000000,8.000000,
1023,991,3,herbivore,21.000000,0.000000,23999.984375,9.000000,6.000000,15.000000,8.000000,5.000000,5.000000,6.000000,10.000000,0.000000,4.000000,16.000000,7.000000,10.000000,
1025,991,3,herbivore,21.000000,0.000000,23999.984375,9.000000,6.000000,15.000000,8.000000,5.000000,5.000000,6.000000,10.000000,0.000000,4.000000,16.000000,7.000000,10.000000,
1026,1004,1,carnivore,15.000000,0.000000,6085.061523,18.000000,15.000000,8.000000,12.000000,7.000000,14.000000,15.000000,10.000000,0.000000,0.500000,64.000000,2.000000,5.000000,
1028,1004,1,carnivore,15.000000,0.000000,6085.061523,18.000000,15.000000,8.000000,12.000000,7.000000,14.000000,15.000000,10.000000,0.000000,0.500000,64.000000,2.000000,5.000000,
1030,1024,2,carnivore,4.000000,6.000000,44.857704,19.000000,20.000000,5.000000,13.000000,7.000000,10.000000,20.000000,10.000000,0.000000,1.750000,72.000000,1.000000,4.000000,
1032,1024,2,carnivore,4.000000,6.000000,44.857704,19.000000,20.000000,5.000000,13.000000,7.000000,10.000000,20.000000,10.000000,0.000000,1.750000,72.000000,1.000000,4.000000,
1034,982,2,carnivore,9.000000,0.000000,757.724487,18.000000,19.000000,5.000000,14.000000,6.000000,11.000000,19.000000,10.000000,0.000000,1.250000,64.000000,2.000000,5.000000,
1036,982,2,carnivore,9.000000,0.000000,757.724487,18.000000,19.000000,5.000000,14.000000,6.000000,11.000000,19.000000,10.000000,0.000000,1.250000,64.000000,2.000000,5.000000,
1027,1023,3,herbivore,21.000000,0.000000,23999.984375,7.000000,5.000000,15.000000,9.000000,6.000000,7.000000,5.000000,10.000000,0.000000,3.500000,9.000000,6.000000,9.000000,
1029,1023,3,herbivore,21.000000,0.000000,23999.984375,7.000000,5.000000,15.000000,9.000000,6.000000,7.000000,5.000000,10.000000,0.000000,3.500000,9.000000,6.000000,9.000000,
1031,987,10,herbivore,15.000000,0.000000,6085.061523,9.000000,5.000000,7.000000,9.000000,6.000000,9.000000,5.000000,10.000000,0.000000,3.000000,16.000000,5.000000,8.000000,
1033,987,10,herbivore,15.000000,0.000000,6085.061523,9.000000,5.000000,7.000000,9.000000,6.000000,9.000000,5.000000,10.000000,0.000000,3.000000,16.000000,5.000000,8.000000,
1035,991,16,herbivore,21.000000,0.000000,23999.984375,9.000000,5.000000,14.000000,9.000000,6.000000,6.000000,5.000000,10.000000,0.000000,3.750000,16.000000,6.000000,9.000000,
1037,991,16,herbivore,21.000000,0.000000,23999.984375,9.000000,5.000000,14.000000,9.000000,6.000000,6.000000,5.000000,10.000000,0.000000,3.750000,16.000000,6.000000,9.000000,
1038,1034,2,carnivore,15.000000,0.000000,6085.061523,19.000000,19.000000,5.000000,13.000000,7.000000,10.000000,19.000000,10.000000,0.000000,1.250000,72.000000,3.000000,6.000000,
1040,1034,2,carnivore,15.000000,0.000000,6085.061523,19.000000,19.000000,5.000000,13.000000,7.000000,10.000000,19.000000,10.000000,0.000000,1.250000,72.000000,3.000000,6.000000,
1042,1028,2,carnivore,21.000000,0.000000,23999.984375,18.000000,15.000000,9.000000,12.000000,7.000000,12.000000,15.000000,10.000000,0.000000,0.750000,64.000000,3.000000,6.000000,
1044,1028,2,carnivore,21.000000,0.000000,23999.984375,18.000000,15.000000,9.000000,12.000000,7.000000,12.000000,15.000000,10.000000,0.000000,0.750000,64.000000,3.000000,6.000000,
1046,982,2,carnivore,15.000000,0.000000,6085.061523,19.000000,19.000000,5.000000,13.000000,7.000000,10.000000,19.000000,10.000000,0.000000,1.250000,72.000000,3.000000,6.000000,
1048,982,2,carnivore,15.000000,0.000000,6085.061523,19.000000,19.000000,5.000000,13.000000,7.000000,10.000000,19.000000,10.000000,0.000000,1.250000,72.000000,3.000000,6.000000,
1039,1023,3,herbivore,21.000000,0.000000,23999.984375,7.000000,6.000000,14.000000,9.000000,5.000000,7.000000,6.000000,10.000000,0.000000,3.500000,9.000000,6.000000,9.000000,
1041,1023,3,herbivore,21.000000,0.000000,23999.984375,7.000000,6.000000,14.000000,9.000000,5.000000,7.000000,6.000000,10.000000,0.000000,3.500000,9.000000,6.000000,9.000000,
1043,1027,3,herbivore,21.000000,0.000000,23999.984375,7.000000,6.000000,14.000000,9.000000,5.000000,7.000000,6.000000,10.000000,0.000000,3.500000,9.000000,6.000000,9.000000,
1045,1027,3,herbivore,21.000000,0.000000,23999.984375,7.000000,6.000000,14.000000,9.000000,5.000000,7.000000,6.000000,10.000000,0.000000,3.500000,9.000000,6.000000,9.000000,
1047,991,12,herbivore,21.000000,0.000000,23999.984375,9.000000,7.000000,12.000000,7.000000,5.000000,6.000000,7.000000,10.000000,0.000000,3.750000,16.000000,6.000000,9.000000,
1049,991,12,herbivore,21.000000,0.000000,23999.984375,9.000000,7.000000,12.000000,7.000000,5.000000,6.000000,7.000000,10.000000,0.000000,3.750000,16.000000,6.000000,9.000000,
1050,1034,9,carnivore,15.000000,0.000000,6085.061523,20.000000,16.000000,5.000000,14.000000,8.000000,10.000000,16.000000,10.000000,0.000000,0.500000,80.000000,2.000000,5.000000,
1052,1034,9,carnivore,15.000000,0.000000,6085.061523,20.000000,16.000000,5.000000,14.000000,8.000000,10.000000,16.000000,10.000000,0.000000,0.500000,80.000000,2.000000,5.000000,
1054,1028,1,carnivore,21.000000,0.000000,23999.984375,18.000000,14.000000,9.000000,12.000000,7.000000,13.000000,14.000000,10.000000,0.000000,0.750000,64.000000,3.000000,6.000000,
1056,1028,1,carnivore,21.000000,0.000000,23999.984375,18.000000,14.000000,9.000000,12.000000,7.000000,13.000000,14.000000,10.000000,0.000000,0.750000,64.000000,3.000000,6.000000,
1058,982,9,carnivore,15.000000,0.000000,6085.061523,20.000000,16.000000,5.000000,14.000000,8.000000,10.000000,16.000000,10.000000,0.000000,0.500000,80.000000,2.000000,5.000000,
1060,982,9,carnivore,15.000000,0.000000,6085.061523,20.000000,16.000000,5.000000,14.000000,8.000000,10.000000,16.000000,10.000000,0.000000,0.500000,80.000000,2.000000,5.000000,
1051,1023,13,herbivore,21.000000,0.000000,23999.984375,6.000000,6.000000,13.000000,9.000000,5.000000,8.000000,6.000000,10.000000,0.000000,3.250000,7.000000,6.000000,9.000000,
1053,1023,13,herbivore,21.000000,0.000000,23999.984375,6.000000,6.000000,13.000000,9.000000,5.000000,8.000000,6.000000,10.000000,0.000000,3.250000,7.000000,6.000000,9.000000,
1055,1027,13,herbivore,21.000000,0.000000,23999.984375,6.000000,6.000000,13.000000,9.000000,5.000000,8.000000,6.000000,10.000000,0.000000,3.250000,7.000000,6.000000,9.000000,
1057,1027,13,herbivore,21.000000,0.000000,23999.984375,6.000000,6.000000,13.000000,9.000000,5.000000,8.000000,6.000000,10.000000,0.000000,3.250000,7.000000,6.000000,9.000000,
1059,991,19,herbivore,15.000000,0.000000,6085.061523,9.000000,7.000000,10.000000,9.000000,6.000000,8.000000,7.000000,10.000000,0.000000,3.250000,16.000000,5.000000,8.000000,
1061,991,19,herbivore,15.000000,0.000000,6085.061523,9.000000,7.000000,10.000000,9.000000,6.000000,8.000000,7.000000,10.000000,0.000000,3.250000,16.000000,5.000000,8.000000,
1062,1056,4,carnivore,21.000000,0.000000,23999.984375,19.000000,16.000000,8.000000,12.000000,7.000000,11.000000,16.000000,10.000000,0.000000,1.000000,72.000000,4.000000,7.000000,
1064,1056,4,carnivore,21.000000,0.000000,23999.984375,19.000000,16.000000,8.000000,12.000000,7.000000,11.000000,16.000000,10.000000,0.000000,1.000000,72.000000,4.000000,7.000000,
1066,1028,5,carnivore,21.000000,0.000000,23999.984375,17.000000,12.000000,10.000000,13.000000,7.000000,15.000000,12.000000,10.000000,0.000000,0.500000,57.000000,3.000000,6.000000,
1068,1028,5,carnivore,21.000000,0.000000,23999.984375,17.000000,12.000000,10.000000,13.000000,7.000000,15.000000,12.000000,10.000000,0.000000,0.500000,57.000000,3.000000,6.000000,
1070,982,19,carnivore,21.000000,0.000000,23999.984375,20.000000,16.000000,6.000000,13.000000,8.000000,8.000000,16.000000,10.000000,0.000000,0.500000,80.000000,3.000000,6.000000,
1072,982,19,carnivore,21.000000,0.000000,23999.984375,20.000000,16.000000,6.000000,13.000000,8.000000,8.000000,16.000000,10.000000,0.000000,0.500000,80.000000,3.000000,6.000000,
1063,1051,7,herbivore,21.000000,0.000000,23999.984375,5.000000,7.000000,14.000000,11.000000,6.000000,7.000000,7.000000,10.000000,0.000000,3.750000,5.000000,6.000000,9.000000,
1065,1051,7,herbivore,21.000000,0.000000,23999.984375,5.000000,7.000000,14.000000,11.000000,6.000000,7.000000,7.000000,10.000000,0.000000,3.750000,5.000000,6.000000,9.000000,
1067,1027,7,herbivore,21.000000,0.000000,23999.984375,5.000000,7.000000,14.000000,11.000000,6.000000,7.000000,7.000000,10.000000,0.000000,3.750000,5.000000,6.000000,9.000000,
1069,1027,7,herbivore,21.000000,0.000000,23999.984375,5.000000,7.000000,14.000000,11.000000,6.000000,7.000000,7.000000,10.000000,0.000000,3.750000,5.000000,6.000000,9.000000,
1071,991,17,herbivore,15.000000,0.000000,6085.061523,8.000000,9.000000,9.000000,9.000000,7.000000,8.000000,9.000000,10.000000,0.000000,3.500000,12.000000,5.000000,8.000000,
1073,991,17,herbivore,15.000000,0.000000,6085.061523,8.000000,9.000000,9.000000,9.000000,7.000000,8.000000,9.000000,10.000000,0.000000,3.500000,12.000000,5.000000,8.000000,
1074,1068,5,carnivore,21.000000,0.000000,23999.984375,16.000000,12.000000,10.000000,13.000000,7.000000,16.000000,12.000000,10.000000,0.000000,0.500000,51.000000,3.000000,6.000000,
1076,1068,5,carnivore,21.000000,0.000000,23999.984375,16.000000,12.000000,10.000000,13.000000,7.000000,16.000000,12.000000,10.000000,0.000000,0.500000,51.000000,3.000000,6.000000,
1078,1066,3,carnivore,21.000000,0.000000,23999.984375,17.000000,10.000000,11.000000,14.000000,9.000000,14.000000,10.000000,10.000000,0.000000,0.000000,57.000000,3.000000,6.000000,
1080,1066,3,carnivore,21.000000,0.000000,23999.984375,17.000000,10.000000,11.000000,14.000000,9.000000,14.000000,10.000000,10.000000,0.000000,0.000000,57.000000,3.000000,6.000000,
1082,982,4,carnivore,15.000000,0.000000,6085.061523,19.000000,17.000000,7.000000,13.000000,8.000000,9.000000,17.000000,10.000000,0.000000,0.500000,72.000000,2.000000,6.000000,
1084,982,4,carnivore,15.000000,0.000000,6085.061523,19.000000,17.000000,7.000000,13.000000,8.000000,9.000000,17.000000,10.000000,0.000000,0.500000,72.000000,2.000000,6.000000,
1075,1051,3,herbivore,21.000000,0.000000,23999.984375,6.000000,9.000000,13.000000,12.000000,5.000000,6.000000,9.000000,10.000000,0.000000,3.750000,7.000000,6.000000,9.000000,
